class_ind,class_name,n_images
,calx,884
,calycanthus_floridus,637
,calycanthus_occidentalis,146
,calycle,2
,calycophyllum_candidissimum,43
,calyculus,84
,calymmatobacterium,21
,calypso,2629
,calypso_bulbosa,946
,calypter,12
,calyptra,416
,calyptridium_umbellatum,82
,calystegia_sepium,785
,calyx_tube,369
,cam,1990
,cam_river,1380
,camachile,28
,camail,520
,camas,1887
,camash,44
,camass,401
,camassia_leichtlinii,309
,camassia_quamash,707
,camassia_scilloides,174
,camber,2392
,camber_arch,38
,camberwell_beauty,510
,cambium,1215
,cambodia,1762
,cambodian,2381
,cambodian_capital,291
,cambria,1963
,cambrian,1431
,cambrian_mountains,903
,cambric,1164
,cambric_tea,38
,cambridge,2304
,cambridge_university,1979
,camcorder,2159
,camden,2134
,camel,2121
,camelhair,501
,camelia,2162
,camelina_sativa,159
,camellia,1989
,camellia_japonica,1714
,camellia_sinensis,1293
,camellia_state,422
,camelopard,155
,camelot,2030
,camels_hair,223
,camelus_bactrianus,328
,camelus_dromedarius,522
,camembert,1306
,cameo,2599
,camera,2460
,camera_lens,2057
,camera_lucida,1262
,camera_obscura,1790
,camera_operator,1758
,camera_tripod,1805
,cameraman,1812
,cameron_diaz,2165
,cameroon,1827
,cameroonian,1272
,cameroun,1685
,camillo_golgi,252
,camion,2118
,camise,285
,camisole,1722
,camlan,171
,camlet,207
,camlet_fabric,14
,camo,2598
,camomile,1534
,camomile_tea,1003
,camosh,22
,camouflage,2066
,camp,2741
,camp_bed,1786
,camp_chair,1408
,camp_david,1869
,camp_follower,649
,camp_robber,456
,campaign_hat,1210
,campaigner,1993
,campania,2346
,campanile,1981
,campanula,2000
,campanula_americana,244
,campanula_aparinoides,86
,campanula_carpatica,765
,campanula_divaricata,75
,campanula_glomerata,1161
,campanula_medium,410
,campanula_persicifolia,1192
,campanula_pyramidalis,147
,campanula_rapunculoides,647
,campanula_rapunculus,218
,campanula_rotundifolia,1254
,campanula_trachelium,562
,campbell,2270
,campeachy,78
,campeche,2206
,campephilus_principalis,251
,camper,2348
,camper_trailer,1869
,campfire_girl,1097
,campground,2704
,camphor,1291
,camphor_daisy,24
,camphor_dune_tansy,2
,camphor_ice,48
,camphor_oil,617
,camphor_tree,859
,camphorated_tincture_of_opium,1
,camphorweed,161
,camping_area,1446
,camping_bus,2078
,camping_ground,1463
,camping_site,1547
,campion,1500
,campmate,608
,campong,82
,campsite,2093
,campstool,111
,camptosorus_rhizophyllus,47
,campus,2718
,campyloneurum_augustifolium,3
,campylotropous_ovule,2
,camryn_manheim,1518
,camshaft,1451
,camus,1910
,camwood,521
,can,2461
,can_opener,1471
,canaan,1941
,canaanite,1220
,canachites_canadensis,27
,canada,1929
,canada_anemone,636
,canada_balsam,396
,canada_garlic,696
,canada_ginger,915
,canada_goose,1885
,canada_jay,1996
,canada_lily,1131
,canada_lynx,1358
,canada_moonseed,50
,canada_plum,412
,canada_porcupine,698
,canada_thistle,1238
,canada_violet,1011
,canada_wild_rye,187
,canadian,2706
,canadian_aspen,382
,canadian_bacon,1268
,canadian_capital,1614
,canadian_falls,1975
,canadian_fleabane,180
,canadian_goldenrod,266
,canadian_goose,1803
,canadian_hemlock,660
,canadian_maritime_provinces,706
,canadian_pondweed,101
,canadian_province,1554
,canadian_red_pine,287
,canadian_river,1851
,canafistola,5
,canafistula,69
,canakkale_bogazi,43
,canal,2716
,canal_boat,1947
,canal_of_schlemm,117
,canal_zone,1910
,canaliculus,365
,canalis_cervicis_uteri,1
,canalis_inguinalis,11
,canalis_vertebralis,4
,canandaigua_lake,1190
,cananga_odorata,923
,canape,1732
,canara,1545
,canarese,14
,canaries,2258
,canary,2051
,canary_bird,1576
,canary_creeper,141
,canary_grass,1204
,canary_island_hares_foot_fern,0
,canary_islands,1882
,canary_seed,987
,canary_whitewood,9
,canary_wine,407
,canarybird_flower,18
,canarybird_vine,11
,canavalia_ensiformis,101
,canavalia_gladiata,62
,canavanine,56
,canberra,2081
,cancan,2100
,cancer,2976
,cancer_body,1600
,cancer_borealis,85
,cancer_cell,1292
,cancer_drug,1449
,cancer_irroratus,91
,cancer_juice,955
,cancer_magister,236
,cancer_the_crab,1242
,cancer_weed,430
,cancerweed,30
,cancun,2596
,candace_elaine,541
,candelabra,1958
,candelabrum,1231
,candelilla,915
,candelilla_wax,240
,candice_bergen,1691
,candid_camera,1561
,candida,1543
,candida_albicans,1272
,candidate,2449
,candidiasis,1305
,candied_apple,740
,candied_citrus_peel,71
,candied_fruit,1104
,candle,2426
,candle_flame,1855
,candle_holder,2496
,candleberry,538
,candlelight,2536
,candlemaker,964
,candlenut,578
,candlepin,1076
,candlepins,241
,candlesnuffer,238
,candlestick,2296
,candlestick_tulip,150
,candlewick,1367
,candlewood,1589
,candy,2641
,candy_apple,1542
,candy_bar,2219
,candy_cane,2205
,candy_corn,1848
,candy_egg,1475
,candy_kiss,1738
,candy_store,1565
,candy_striper,825
,candy_thermometer,818
,candyfloss,1600
,candymaker,926
,candytuft,1350
,candyweed,18
,cane,2970
,cane_reed,1269
,cane_sugar,1410
,canebrake_rattler,77
,canebrake_rattlesnake,398
,canecutter,96
,canella,1451
,canella-alba,14
,canella_bark,14
,canella_winterana,32
,canetti,1571
,cangue,278
,canicula,1031
,canid,1014
,canine,2568
,canine_tooth,1153
,caning,1745
,canis_aureus,412
,canis_dingo,406
,canis_familiaris,1212
,canis_latrans,1178
,canis_lupus,1436
,canis_lupus_tundrarum,35
,canis_major,1403
,canis_minor,876
,canis_niger,43
,canis_rufus,299
,canistel,418
,canistel_tree,15
,canister,1720
,canister_shot,295
,canker_brake,3
,cankerweed,6
,cankerworm,405
,canna,1948
,canna_edulis,110
,canna_generalis,573
,canna_indica,1067
,canna_lily,1192
,cannabin,25
,cannabis,1876
,cannabis_indica,986
,cannabis_resin,414
,cannabis_sativa,1249
,canned_food,1962
,canned_foods,1500
,canned_goods,1785
,canned_meat,1295
,cannel_coal,87
,cannelloni,1328
,cannery,2183
,cannes,2149
,cannibal,1887
,cannibal_mound,2
,cannikin,89
,cannister,1314
,cannon,2716
,cannon_ball,2179
,cannon_bone,574
,cannon_cracker,195
,cannon_fodder,1204
,cannonball,1939
,cannoneer,917
,cannula,1204
,canoe,3070
,canoe_birch,1207
,canoe_cedar,1624
,canoeist,1766
,canola_oil,1364
,canon,2442
,canonist,70
,canopic_jar,1112
,canopic_vase,19
,canopus,1766
,canopy,2602
,cant,2898
,cant_dog,1060
,cant_hook,449
,cantabrian_mountains,136
,cantabrigian,196
,cantala,135
,cantaloup,687
,cantaloup_vine,5
,cantaloupe,1877
,cantaloupe_vine,62
,canteen,1918
,canterbury,2364
,canterbury_bell,990
,cantharellus_cibarius,1186
,cantharellus_cinnabarinus,80
,cantharellus_clavatus,29
,cantharellus_floccosus,17
,canthus,258
,cantilever,1939
,cantilever_bridge,1263
,cantillation,500
,cantinflas,1592
,cantle,1209
,canton,2096
,canton_crepe,14
,canton_flannel,93
,canton_ginger,189
,canton_river,1031
,cantonment,1451
,cantor,1888
,canuck,2032
,canute,1385
,canute_the_great,80
,canvas,2557
,canvas_fabric,1673
,canvas_tent,1093
,canvasback,1271
,canvasback_duck,1137
,canvass,1867
,canvass_fabric,33
,canvasser,535
,canyon,2827
,canyon_live_oak,470
,canyon_oak,1520
,canyon_treefrog,188
,canyonlands_national_park,1821
,canyonside,388
,caoutchouc,1367
,caoutchouc_tree,15
,cap,2277
,cap_opener,1050
,cap_screw,1463
,capacitance,1437
,capacitor,1728
,capacitor_microphone,401
,capacity,2241
,caparison,493
,cape,3069
,cape_aloe,613
,cape_ann,1839
,cape_breton_island,1886
,cape_buffalo,1440
,cape_canaveral,1838
,cape_cod,2498
,cape_cod_bay,1720
,cape_cod_canal,1678
,cape_colony,1667
,cape_dagga,28
,cape_fear,1794
,cape_fear_river,1777
,cape_flattery,1763
,cape_forget-me-not,96
,cape_froward,18
,cape_girardeau,1745
,cape_gooseberry,379
,cape_hatteras,1947
,cape_horn,1342
,cape_hunting_dog,401
,cape_hyacinth,49
,cape_jasmine,408
,cape_jessamine,22
,cape_kafferboom,0
,cape_kennedy,1430
,cape_lobster,1714
,cape_marigold,119
,cape_may,2482
,cape_may_warbler,850
,cape_of_good_hope,2138
,cape_of_good_hope_province,512
,cape_passero,23
,cape_periwinkle,183
,cape_primrose,456
,cape_province,1916
,cape_sable,1274
,cape_town,2051
,cape_trafalgar,337
,cape_tulip,418
,cape_verde,2197
,cape_verde_islands,1494
,cape_yellowwood,136
,cape_york,2369
,cape_york_peninsula,1033
,capek,1332
,capelan,940
,capelin,1071
,capeline_bandage,0
,capella,1621
,caper,1874
,caper_sauce,644
,caper_spurge,93
,caper_tree,167
,capercaillie,1113
,capercailzie,45
,capet,1389
,capetian,277
,capeweed,168
,capibara,823
,capillarity,495
,capillary,1329
,capillary_action,820
,capillary_artery,161
,capillary_bed,195
,capillary_tube,1268
,capillary_tubing,643
,capillary_vein,167
,capillary_vessel,212
,capital,2163
,capital_of_afghanistan,967
,capital_of_alabama,1001
,capital_of_alaska,1764
,capital_of_antigua_and_barbuda,126
,capital_of_argentina,1877
,capital_of_arizona,1259
,capital_of_arkansas,1060
,capital_of_armenia,735
,capital_of_australia,2028
,capital_of_austria,1878
,capital_of_azerbaijan,632
,capital_of_bahrain,444
,capital_of_bangladesh,726
,capital_of_barbados,473
,capital_of_belarus,696
,capital_of_belgium,1656
,capital_of_benin,221
,capital_of_botswana,345
,capital_of_brazil,1938
,capital_of_burundi,182
,capital_of_california,1906
,capital_of_cameroon,240
,capital_of_canada,1501
,capital_of_cape_verde,167
,capital_of_central_africa,236
,capital_of_chad,354
,capital_of_chile,1333
,capital_of_colombia,1115
,capital_of_colorado,1455
,capital_of_connecticut,955
,capital_of_costa_rica,1324
,capital_of_cuba,1223
,capital_of_cyprus,978
,capital_of_delaware,837
,capital_of_djibouti,144
,capital_of_ecuador,1343
,capital_of_egypt,1266
,capital_of_estonia,1224
,capital_of_ethiopia,628
,capital_of_finland,1484
,capital_of_florida,1532
,capital_of_france,1543
,capital_of_gabon,166
,capital_of_gambia,253
,capital_of_georgia,1453
,capital_of_ghana,642
,capital_of_greece,1809
,capital_of_grenada,356
,capital_of_guatemala,1064
,capital_of_guinea,862
,capital_of_guinea-bissau,86
,capital_of_hawaii,1084
,capital_of_hungary,1124
,capital_of_iceland,1169
,capital_of_idaho,907
,capital_of_illinois,1561
,capital_of_india,1501
,capital_of_indiana,1220
,capital_of_indonesia,1321
,capital_of_iowa,1513
,capital_of_iran,1462
,capital_of_iraq,1296
,capital_of_ireland,1769
,capital_of_israel,1373
,capital_of_italy,1931
,capital_of_jamaica,917
,capital_of_japan,1872
,capital_of_jordan,1423
,capital_of_kansas,1413
,capital_of_kazakhstan,630
,capital_of_kentucky,962
,capital_of_kenya,1027
,capital_of_kuwait,431
,capital_of_kyrgyzstan,440
,capital_of_laos,1140
,capital_of_latvia,898
,capital_of_lebanon,930
,capital_of_lesotho,167
,capital_of_liberia,588
,capital_of_libya,244
,capital_of_liechtenstein,221
,capital_of_lithuania,809
,capital_of_louisiana,1154
,capital_of_luxembourg,543
,capital_of_madagascar,424
,capital_of_maine,981
,capital_of_malawi,355
,capital_of_malaysia,1468
,capital_of_malta,1144
,capital_of_maryland,1475
,capital_of_massachusetts,1147
,capital_of_mexico,1940
,capital_of_michigan,1499
,capital_of_minnesota,1403
,capital_of_mississippi,986
,capital_of_missouri,1407
,capital_of_moldova,677
,capital_of_mongolia,742
,capital_of_montana,890
,capital_of_morocco,778
,capital_of_mozambique,467
,capital_of_nebraska,802
,capital_of_nepal,1169
,capital_of_nevada,1278
,capital_of_new_hampshire,484
,capital_of_new_jersey,974
,capital_of_new_mexico,851
,capital_of_new_york,1268
,capital_of_new_zealand,1140
,capital_of_nicaragua,614
,capital_of_niger,284
,capital_of_nigeria,781
,capital_of_north_carolina,1278
,capital_of_north_dakota,340
,capital_of_north_korea,323
,capital_of_northern_ireland,338
,capital_of_norway,1451
,capital_of_ohio,1515
,capital_of_oklahoma,1190
,capital_of_oman,497
,capital_of_oregon,1257
,capital_of_pakistan,1328
,capital_of_panama,852
,capital_of_papua_new_guinea,625
,capital_of_paraguay,592
,capital_of_pennsylvania,1554
,capital_of_peru,1442
,capital_of_poland,1653
,capital_of_portugal,1408
,capital_of_qatar,491
,capital_of_red_china,210
,capital_of_rhode_island,605
,capital_of_romania,1262
,capital_of_rwanda,284
,capital_of_san_marino,120
,capital_of_saudi_arabia,657
,capital_of_senegal,383
,capital_of_serbia_and_montenegro,176
,capital_of_seychelles,252
,capital_of_sierra_leone,290
,capital_of_singapore,1209
,capital_of_slovakia,1016
,capital_of_somalia,412
,capital_of_south_africa,1100
,capital_of_south_carolina,690
,capital_of_south_dakota,628
,capital_of_south_korea,639
,capital_of_spain,1973
,capital_of_sri_lanka,1042
,capital_of_sudan,462
,capital_of_suriname,138
,capital_of_swaziland,165
,capital_of_sweden,1233
,capital_of_switzerland,1795
,capital_of_syria,557
,capital_of_taiwan,1072
,capital_of_tajikistan,174
,capital_of_tanzania,562
,capital_of_tennessee,907
,capital_of_texas,1937
,capital_of_thailand,1468
,capital_of_the_bahamas,986
,capital_of_the_dominican_republic,528
,capital_of_the_netherlands,1110
,capital_of_the_philippines,1352
,capital_of_the_russian_federation,390
,capital_of_the_ukraine,1259
,capital_of_the_united_kingdom,1106
,capital_of_the_united_states,1607
,capital_of_tibet,1046
,capital_of_togo,327
,capital_of_trinidad_and_tobago,290
,capital_of_tunisia,390
,capital_of_turkey,1439
,capital_of_turkmenistan,264
,capital_of_uganda,586
,capital_of_uruguay,746
,capital_of_utah,1661
,capital_of_uzbek,309
,capital_of_vanuatu,232
,capital_of_venezuela,940
,capital_of_vermont,1139
,capital_of_vietnam,1377
,capital_of_virginia,1975
,capital_of_washington,1542
,capital_of_west_virginia,816
,capital_of_western_samoa,46
,capital_of_wisconsin,1738
,capital_of_wyoming,836
,capital_of_zambia,541
,capital_of_zimbabwe,603
,capital_ship,1766
,capitalist,1818
,capitate,1122
,capitate_bone,61
,capitol,2617
,capitol_building,2283
,capitol_hill,2888
,capitol_reef_national_park,2112
,capitulum,951
,capiz,1344
,caplin,1303
,capo,2141
,capon,1335
,capone,1888
,capote,1293
,capoten,220
,cappadocia,2442
,capparis_arborea,14
,capparis_cynophallophora,102
,capparis_flexuosa,42
,capparis_mitchellii,50
,capparis_spinosa,610
,capped_macaque,7
,cappelletti,1411
,cappuccino,1989
,cappuccino_coffee,1550
,capra,1932
,capra_aegagrus,240
,capra_falconeri,121
,capra_hircus,914
,capra_ibex,879
,capreolus_capreolus,1250
,capri,2052
,capric_acid,101
,capricorn,1930
,capricorn_the_goat,1161
,capricornus,1492
,caprifig,26
,caprimulgid,3
,caprimulgiform_bird,1
,caprimulgus_carolinensis,100
,caprimulgus_europaeus,399
,caprimulgus_vociferus,94
,caprine_animal,59
,caproic_acid,57
,capros_aper,82
,caprylic_acid,375
,capsaicin,1279
,capsella_bursa-pastoris,1118
,capsicum,1462
,capsicum_annuum_cerasiforme,5
,capsicum_annuum_conoides,5
,capsicum_annuum_grossum,40
,capsicum_annuum_longum,32
,capsicum_baccatum,541
,capsicum_frutescens,985
,capsicum_frutescens_baccatum,218
,capsicum_pepper_plant,298
,capsid,909
,capstan,1338
,capstone,2383
,capsula_glomeruli,6
,capsule,2023
,captain,2654
,captain_bligh,967
,captain_bob,1528
,captain_cook,1723
,captain_james_cook,1243
,captain_john_smith,1039
,captain_kidd,1175
,captains_chair,1903
,caption,2409
,captive,2264
,captopril,886
,captor,1902
,capture,2307
,capturer,1662
,capuchin,1848
,capucine,2224
,capulin,1281
,capulin_tree,27
,caput,1755
,capybara,1889
,car,2262
,car-ferry,1598
,car-mechanic,1139
,car_battery,1527
,car_bomb,1483
,car_carrier,1719
,car_door,1620
,car_factory,1640
,car_horn,1285
,car_mirror,1645
,car_park,2027
,car_part,1635
,car_port,2016
,car_seat,2110
,car_tire,1579
,car_train,2059
,car_transporter,1927
,car_wheel,1560
,car_window,2491
,cara_williams,979
,carabao,1732
,carabid_beetle,216
,carabineer,1576
,carabiner,1521
,carabinier,1206
,caracal,1628
,caracara,1320
,caracas,1780
,carack,96
,caracolito,250
,caracul,124
,carafate,332
,carafe,1888
,caragana,1190
,caragana_arborescens,580
,caragana_sinica,29
,carageen,29
,carambola,1446
,carambola_tree,114
,caramel,1857
,caramel_apple,1702
,caramel_bun,119
,caramelized_sugar,413
,carancha,10
,caranda,413
,caranda_palm,0
,caranday,104
,carangid,33
,carangid_fish,21
,caranx_bartholomaei,35
,caranx_crysos,129
,caranx_hippos,204
,carapace,1493
,carassius_auratus,1317
,carassius_carassius,1109
,carassius_vulgaris,8
,caravaggio,1556
,caravan,2161
,caravan_inn,1270
,caravansary,656
,caravanserai,1442
,caraway,1980
,caraway_seed,693
,caraway_seed_bread,59
,carbamate,836
,carbamic_acid,111
,carbamide,938
,carbide,1531
,carbine,1539
,carbineer,602
,carbo_loading,975
,carbohydrate,1513
,carbohydrate_loading,156
,carbolic_acid,242
,carboloy,444
,carbomycin,6
,carbon,2173
,carbon_14,1035
,carbon_arc,1217
,carbon_arc_lamp,112
,carbon_atom,1242
,carbon_black,1464
,carbon_copy,1337
,carbon_cycle,1166
,carbon_dichloride,12
,carbon_dioxide,1808
,carbon_disulfide,199
,carbon_monoxide,1361
,carbon_monoxide_gas,1200
,carbon_nanotube,1330
,carbon_paper,1714
,carbon_steel,1173
,carbon_tet,28
,carbon_tetrachloride,819
,carbon_tetrahalide,0
,carbonado,426
,carbonara,1531
,carbonate,1936
,carbonated_water,1097
,carbonation,1705
,carbondale,1901
,carbonic_acid,685
,carbonic_acid_gas,83
,carbonisation,312
,carbonization,947
,carbonnade_flamande,49
,carbonyl,1108
,carbonyl_group,703
,carborundum,1554
,carboxyl,1135
,carboxyl_group,479
,carboxylic_acid,1244
,carboxymethyl_cellulose,251
,carboy,1844
,carbuncle,1270
,carburetor,1641
,carburettor,1329
,carcajou,797
,carcase,1248
,carcass,2260
,carcharhinus_leucas,485
,carcharhinus_limbatus,300
,carcharhinus_obscurus,139
,carcharhinus_plumbeus,242
,carcharias_taurus,413
,carcharinus_longimanus,20
,carcharodon_carcharias,1177
,carcinogen,1335
,card,2773
,card-house,1309
,card_catalog,2122
,card_catalogue,1235
,card_index,1739
,card_player,1782
,card_shark,1748
,card_sharp,1337
,card_sharper,324
,card_table,1809
,cardamine_bulbifera,85
,cardamine_bulbosa,191
,cardamine_diphylla,67
,cardamine_douglasii,5
,cardamine_pratensis,951
,cardamine_rotundifolia,26
,cardamom,1474
,cardamon,1325
,cardamum,55
,cardboard,1990
,cardcase,1253
,cardcastle,73
,cardholder,1467
,cardhouse,645
,cardia,1318
,cardiac_glucoside,24
,cardiac_glycoside,65
,cardiac_monitor,1086
,cardiac_muscle,1254
,cardiac_pacemaker,872
,cardiac_plexus,52
,cardiac_sphincter,27
,cardiac_valve,1350
,cardiff,2512
,cardigan,1806
,cardigan_welsh_corgi,1805
,cardinal,2346
,cardinal_bellarmine,78
,cardinal_flower,1622
,cardinal_grosbeak,592
,cardinal_newman,1204
,cardinal_richelieu,1151
,cardinal_tetra,886
,cardinal_vein,57
,cardinalfish,1322
,cardinalis_cardinalis,1622
,cardiograph,348
,cardioid_microphone,1308
,cardiologist,1371
,cardiology,1402
,cardiospermum_grandiflorum,49
,cardiospermum_halicacabum,267
,cardiovascular_system,1329
,cardium_edule,54
,cardizem,205
,cardoon,925
,cardroom,1017
,cards,1953
,cardsharp,238
,cardsharper,21
,carducci,1409
,carduelis_cannabina,1006
,carduelis_carduelis,1371
,carduelis_cucullata,87
,carduelis_flammea,947
,carduelis_hornemanni,246
,carduelis_spinus,1106
,carduus_crispus,251
,carduus_nutans,792
,career_girl,1286
,career_man,1373
,careerist,351
,caregiver,1367
,carelian,583
,caressing,1391
,caretaker,1737
,caretta_caretta,1409
,carew,1543
,carex_arenaria,220
,carex_pseudocyperus,166
,cargo,2528
,cargo_area,1502
,cargo_container,1781
,cargo_deck,1438
,cargo_door,1386
,cargo_hatch,914
,cargo_helicopter,1123
,cargo_hold,1346
,cargo_liner,1234
,cargo_ship,2025
,cargo_ships,1940
,cargo_vessel,1904
,carhop,1025
,cariama_cristata,111
,carib,2607
,carib_indian,346
,carib_wood,83
,cariba_heine,35
,caribbean,2093
,caribbean_island,1584
,caribbean_sea,2424
,caribe,2680
,caribees,102
,caribou,1907
,carica_papaya,1137
,caricature_plant,104
,caricaturist,1414
,caries,1418
,carillon,2195
,carillonneur,450
,carina,1818
,carina_fornicis,0
,carinate,692
,carinate_bird,1
,carioca,1953
,carissa,2379
,carissa_bispinosa,33
,carissa_grandiflora,168
,carissa_macrocarpa,216
,carissa_plum,222
,carl_anderson,1253
,carl_august_nielson,2
,carl_clinton_van_doren,8
,carl_david_anderson,305
,carl_gustaf_mossander,1
,carl_gustav_jung,1087
,carl_jung,1153
,carl_lewis,1284
,carl_maria_von_weber,1240
,carl_nielson,61
,carl_orff,1242
,carl_rogers,1127
,carl_sandburg,1799
,carl_van_doren,117
,carl_von_linne,936
,carl_xvi_gustaf,1296
,carl_xvi_gustav,677
,carl_yastrzemski,925
,carla_gugino,1564
,carlina_acaulis,692
,carlina_vulgaris,399
,carline_thistle,333
,carling_float,46
,carlo_goldoni,1279
,carlo_rota,876
,carlos,2352
,carlos_bernard,1618
,carlos_chavez,1780
,carlos_fuentes,1368
,carlos_the_jackal,385
,carlovingian,25
,carlsbad,1998
,carlsbad_caverns,2195
,carlsbad_caverns_national_park,1394
,carly_schroeder,1267
,carlyle,1732
,carmel_myers,598
,carmelite,1576
,carmen_dominicci,305
,carmen_duncan,684
,carmen_electra,2164
,carmen_miranda,1679
,carmichael,2122
,carminative,692
,carnal_abuse,65
,carnal_knowledge,984
,carnallite,101
,carnassial_tooth,47
,carnation,2333
,carnauba,1204
,carnauba_palm,112
,carnauba_wax,1198
,carnegie,2639
,carnegie_mellon_university,1644
,carnegiea_gigantea,1000
,carnelian,2030
,carniolan_bee,119
,carnivore,2151
,carnivorous_bat,32
,carnivorous_plant,1592
,carnosaur,552
,carnot,1312
,carnotite,215
,carob,1627
,carob_bar,142
,carob_bean,227
,carob_bean_tree,34
,carob_powder,345
,carob_tree,575
,caroche,148
,carol_burnett,1612
,carol_channing,1560
,carol_dempster,524
,carol_kane,1575
,carol_lawrence,1760
,carol_lynley,1036
,carol_white,1834
,carole_bouquet,1549
,carole_landis,1428
,carole_lesley,588
,carole_lombard,1665
,carole_mathews,554
,caroler,1293
,carolina,2172
,carolina_allspice,169
,carolina_buckthorn,143
,carolina_chickadee,1243
,carolina_hemlock,464
,carolina_jasmine,915
,carolina_lupine,66
,carolina_moonseed,41
,carolina_parakeet,859
,carolina_pond_fern,2
,carolina_spring_beauty,628
,carolina_wren,1688
,caroline_islands,1603
,caroline_lee-johnson,495
,caroline_munro,1436
,caroline_quentin,784
,caroling,1961
,carolingian,1358
,carolinian,1619
,caroller,281
,carolus,1318
,carolus_linnaeus,540
,carolyn_jones,2025
,carotene,1198
,carotenoid,1277
,carothers,1297
,carotid_artery,1315
,carotid_body,237
,carotid_plexus,39
,carotin,1088
,carousel,2505
,carouser,87
,carp,2067
,carpal,1191
,carpal_bone,473
,carpal_tunnel,1254
,carpathian_mountains,1838
,carpathians,1522
,carpel,1176
,carpentaria,1054
,carpenter,2558
,carpenter_ant,1160
,carpenter_bee,1154
,carpenteria,1956
,carpenteria_californica,185
,carpenters_hammer,259
,carpenters_kit,305
,carpenters_level,400
,carpenters_mallet,65
,carpenters_plane,229
,carpenters_rule,224
,carpenters_saw,588
,carpenters_square,665
,carper,1805
,carpet,2162
,carpet_beater,274
,carpet_beetle,974
,carpet_bug,668
,carpet_grass,1323
,carpet_knight,390
,carpet_loom,786
,carpet_moth,515
,carpet_pad,1345
,carpet_shark,592
,carpet_slipper,137
,carpet_snake,882
,carpet_sweeper,1051
,carpet_tack,421
,carpetbag,755
,carpetbagger,933
,carpeting,2003
,carpetweed,302
,carphophis_amoenus,181
,carpinus_betulus,1249
,carpinus_caroliniana,753
,carpobrotus_edulis,326
,carpocapsa_pomonella,68
,carpodacus_mexicanus,994
,carpodacus_purpureus,314
,carpophore,126
,carport,1842
,carpospore,13
,carpus,790
,carrack,1112
,carrageen,235
,carrageenan,1148
,carrageenin,58
,carragheen,88
,carrefour,2070
,carrel,1271
,carrell,1494
,carrere,1277
,carriage,2730
,carriage_bolt,1069
,carriage_dog,921
,carriage_house,2300
,carriage_return,1017
,carriage_wrench,119
,carriageway,1448
,carrick_bend,286
,carrick_bitt,3
,carrie-anne_moss,1561
,carrie_dobro,653
,carrie_fisher,1661
,carrie_snodgress,739
,carrier,2388
,carrier_bag,1485
,carrier_electrophoresis,18
,carrier_pigeon,1115
,carrier_wave,1142
,carrion,2151
,carrion_crow,958
,carrion_flower,327
,carrion_fungus,41
,carrizo,2139
,carroll,2171
,carroll_baker,1606
,carroll_oconnor,514
,carron_oil,12
,carrot,2556
,carrot_juice,1387
,carrot_pudding,243
,carrot_stick,1410
,carrottop,871
,carrousel,2200
,carry_amelia_moore_nation,15
,carry_nation,1110
,carryall,1282
,carrycot,873
,carson,2767
,carson_city,1961
,carson_mccullers,686
,carson_smith_mccullers,36
,cart,3100
,cart-track_plant,7
,cart_horse,1750
,cart_track,1293
,cartagena,2025
,cartagena_bark,5
,carter,3054
,cartesian,1336
,carthaginian,1268
,carthamus_tinctorius,482
,carthorse,267
,carthusian,1011
,cartier,2510
,cartilage,1869
,cartilage_bone,1406
,cartilaginous_fish,276
,cartilaginous_structure,16
,cartilaginous_tube,19
,cartographer,1553
,carton,2103
,cartoonist,1762
,cartouch,746
,cartouche,1698
,cartridge,1966
,cartridge_belt,1279
,cartridge_brass,1137
,cartridge_clip,906
,cartridge_ejector,104
,cartridge_extractor,236
,cartridge_fuse,608
,cartridge_holder,898
,cartridge_paper,1597
,cartridge_remover,528
,cartroad,23
,cartwheel,2021
,cartwright,2200
,carum_carvi,795
,caruncle,164
,caruncula,70
,caruso,2084
,carvedilol,941
,carver,2413
,carving,3011
,carving_fork,1044
,carving_knife,1635
,cary_elwes,1486
,cary_grant,1467
,carya_aquatica,100
,carya_cordiformis,493
,carya_glabra,241
,carya_illinoensis,444
,carya_illinoinsis,2
,carya_laciniosa,182
,carya_myristicaeformis,6
,carya_myristiciformis,45
,carya_ovata,933
,carya_tomentosa,246
,caryatid,1190
,caryocar_nuciferum,11
,caryophyllaceous_plant,2
,caryopsis,387
,caryota_urens,366
,casaba,1377
,casaba_melon,217
,casablanca,2479
,casals,1271
,casanova,1892
,casanova_de_seingalt,146
,casava,521
,casbah,2234
,cascabel,1375
,cascade,2152
,cascade_everlasting,45
,cascade_liquefier,1
,cascade_mountains,1847
,cascade_penstemon,101
,cascade_range,1764
,cascade_transformer,66
,cascades,2433
,cascades_frog,230
,cascara,1300
,cascara_buckthorn,92
,cascara_sagrada,862
,cascarilla,324
,cascarilla_bark,25
,case,2322
,case-hardened_steel,642
,case_knife,1391
,case_officer,1669
,case_shot,1848
,casein,1217
,casein_glue,86
,casein_paint,211
,casemaking_clothes_moth,87
,casement,1471
,casement_window,1462
,casern,134
,caseworker,1257
,caseworm,33
,casey_jones,1813
,casey_stengel,955
,cash,2180
,cash_bar,2001
,cash_cow,1336
,cash_crop,1450
,cash_dispenser,1370
,cash_machine,1431
,cash_register,1929
,cashbox,1805
,cashew,2133
,cashew_nut,1462
,cashew_tree,689
,cashier,1923
,cashmere,2003
,cashmere_goat,801
,casimir_funk,55
,casing,1902
,casino,2720
,casino-hotel,1932
,cask,1517
,casket,1892
,casmerodius_albus,901
,caspar,1954
,caspar_bartholin,31
